PERIOD,SITE_REFERENCE,UPRN,LA_REFERENCE,EASTING,NORTHING,SAO_DESCRIPTION,PAO_DESCRIPTION,STREET_DESCRIPTION,LOCALITY_DESCRIPTION,TOWN_DESCRIPTION,POSTCODE,AUTHORITY,COUNTY,REGION,AREA,LANDTYPE,PREVIOUS_LAND_USE,CURRENT_LAND_USE,PLANNING_STATUS,PROPOSED_USE,HOUSING_SUITABILITY,MOST_SUITABLE_USE,EST_HOUSING_CAPACITY,HOUSING_DENSITY,OWNERSHIP,GENERAL_SITE_INFORMATION
2007,581000007,,,517992,175078,,RICHMOND STATION,KEW ROAD,RICHMOND,RICHMOND,TW9 2NA,Richmond upon Thames,G. London,London,5.500,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Transport terminals and interchanges,Transport terminal & interchanges,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,100,18,Private,No planning applications for this site allocated in UD for 2007 to 2012.
2007,581000011,,,516379,173237,,TWICKENHAM RIVERSIDE AND,1 TO 33 KING STREET,TWICKENHAM,TWICKENAHM,TW1 3DX,Richmond upon Thames,G. London,London,0.600,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Outdoor amenity and open spaces,Outdoor amentity & open spaces,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,10,17,Local Authority,Existing sites contains open space with retail units along King Street. Proposal site reference T1 in UDP 2005. Site within Thames Policy Area and possible flood risk. Site has been vacant for more than one year. p/a submitted pending decision1 yr vacancy
2007,581000012,,,516080,173710,,POST OFFICE SORTING OFFICE,LONDON ROAD,TWICKENHAM,TWICKENAHM,TW1 1BB,Richmond upon Thames,G. London,London,0.800,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Post and telecommunications,Post & telecommunications,Allocated in Local Plan,Other,Don't know,Other,0,0,Private,Proposal site ref T3 in UDP 2005. Proposal for educational uses or alternatively a mix of uses (priority for employment - could also include housing). Site not appropriate for retail use due to trade draw from nearby designated retail frontage. No p/a
2007,581000016,,,513961,173954,,NELSON PRIMARY SCHOOL AND PLAYING FIELDS,NELSON ROAD,WHITTON,WHITTON,TW2 7BU,Richmond upon Thames,G. London,London,0.520,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Education,Education,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,27,52,Local Authority,Proposal site ref W3 in UDP 2005 for redev of site for a consolidated school and new affordable housing. Use of playground out of school hours for recreation purposes - to be supervised by a suitable community group. Proposed for 2012 to 2017.
2007,581000030,,,515274,173535,,CRANEFORD WAY COUNCIL DEPOT,CRANEFORD WAY,TWICKENHAM,,TW2 75G,Richmond upon Thames,G. London,London,3.110,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Storage,Allocated in Local Plan,Housing,Yes,Dont't know,31,10,Local Authority,Availability of site dependant on relocation of council depot. Allocated as T14 for residential redevelopement.
2007,581000031,,,516095,173691,,TWICKENHAM RAILWAY STATION,LONDON ROAD,TWICKENHAM,,TW1 2BD,Richmond upon Thames,G. London,London,0.640,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Transport tracks & ways,Allocated in Local Plan,Mixed without Housing,No,Mixed,0,0,Private,Site is adjacent to railway line. Not deemed suitable for significant retail uses give proximity to town centre. Allocated as T17 in local plan for a mixed use develeopement.
2007,581000032,,,516032,173542,,LONDON TRANSPORT SITE,STATION YARD,TWICKENHAM,,TW1,Richmond upon Thames,G. London,London,0.300,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Transport tracks & ways,Allocated in Local Plan,Mixed with Housing,Don't know,Mixed,1,10,Private,Site adjacent to railway line. Site allocated as T23 for redevelopement as housing and appropriate business uses.
2007,581000034,,,522598,176338,,BARN ELMS SPORTS GROUND,QUEEN ELIZABETH WALK,BARNES,,SW13,Richmond upon Thames,G. London,London,1.000,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Outdoor sports facilities,Outdoor sports facilities,Detailed Planning Permission,Other,No,Other,0,0,Don't know,Application 99/0953 granted 28/09/2001 for replacement of existing buildings by erection of a 2 storey multi-purpose sports hall and single storey athletics pavilion/changing facilities and a 2 storey boathouse. Construction not yet underway. p/a expired.
2007,581000035,,,517708,171791,SITE A,CASSEL HOSPITAL,1 HAM COMMON,,HAM,TW10 7JF,Richmond upon Thames,G. London,London,0.550,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Medical and health care services,Medical & health care services ,Detailed Planning Permission,Housing,Yes,Dont't know,14,25,Other Public,Application 99/0161 permitted at appeal 21/02/2001 for the redevelopment of the site for 14 new flats. Construction has not yet begun. p/a expired. 1 year vacancy.
2007,581000036,,,517431,171840,,CRAIG HOUSE,CRAIG ROAD,,HAM,TW10 7LS,Richmond upon Thames,G. London,London,0.640,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Residential institutions,Residential institutions,Detailed Planning Permission,Housing,Yes,Dont't know,39,61,Private,Application 04/3296/FUL granted 03/08/2005 for the redevelopment of the existing care-home into 34 flats and 5 houses. Construction has not yet begun.
2007,584000040,,867,531520,180220,,20 TO 22,HATFIELDS,,SOUTHWARK,SE1,Southwark,G. London,London,0.324,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Vacant land,Offices,Outline Planning Permission,Employment,Yes,Employment,175,540,Private,SITE FOR OFFICES MIXED USE OF SOME KIND WOULD BE ACCEPTABLE. Construction in progress - Under construction - 61 Stamford Road - no other vacant land left on Hatfields for now. Site visit 19.09.2007
2007,584000085,,912 - 69P,534290,176422,TOWER CINEMA SITE,110 TO 120,RYE LANE AND MONTCRIEF STREET,,SOUTHWARK,SE15,Southwark,G. London,London,0.600,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Car parks,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,40,115,Private,SUBJECT TO RELOCATION OF CINEMA AND MULTI-STOREY CAR PARK - in Local plan- between 84 and 195 residential units - Uses classes which contribute toward football in the evenings+ res and D use or night clubs and amusement.
2007,584000127,,39P,532276,178870,,ELEPHANT AND CASTLE CORE AREA,INCLUDING HEYGATE ESTATE,,ELEPHANT AND CASTLE,,Southwark,G. London,London,26.300,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Dwellings,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,4200,160,Local Authority,NO PLANNING APPLICATIONS AS OF 10/04. Wansey street development finished (09.07) - ahead of the rest of the area development.
2007,584000136,,63P,534296,176312,COPELAND ROAD BUS GARAGE,117 TO 149 RYE LANE,1 TO 27 BOURNEMOUTH ROAD AND 133 TO 151 COPELAND ROAD,,PECKHAM RYE,SE15 4ST,Southwark,G. London,London,4.400,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Offices,Allocated in Local Plan,Mixed without Housing,Yes,Mixed,182,41,Don't know,Local Plan : facilities as required by the cross river tram scheme bus garage etc any use class 182 to 425 residential units
2007,584000189,,07-AP-0020 - 72P,532810,176650,,MARY DATCHELOR HOUSE,17 GROVE LANE,LONDON,SOUTHWARK PECKHAM,,Southwark,G. London,London,0.250,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,RESIDENTIAL,INDUSTRY & BUSINESS,Detailed Planning Permission,Mixed with Housing,Yes,Mixed,90,360,Don't know,07-AP-0020 - GRANTED APPLICATION FOR 103 RES UNITS WITHDRAWN NOV 2002.PLANNING BRIEF MAY 04 AND DUPLICATE APPLICATION SUBMITTED FOR 149 UNITS. Applic 05-AP-1696 REF -  -Demolition works seems to have started on this site oct 2007 -
2007,584000191,,0201865,532512,180106,,15 TO 23,SOUTHWARK STREET,LONDON,SOUTHWARK,,Southwark,G. London,London,0.330,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Storage,Financial & professional services,Outline Planning Permission,Employment,Yes,Employment,50,152,Don't know,SITE FOR OFFICES MIXED USE OF SOME KIND WOULD BE ACCEPTABLE.Renewal of outline p.p.9901141 for the erection of part 4 or 6 storey building for business and office purposes Permission Date 23.12.2002  expires 23/12/2007Status Not Started -Ld dvt database07
2007,584000192,,,531992,180146,,CAR PARK LAVINGTON STREET,GREAT SUFFOLK STREET,LONDON,SOUTHWARK,,Southwark,G. London,London,0.420,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Car parks,TRANSPORT,Outline Planning Permission,Mixed with Housing,Yes,Mixed,100,238,Don't know,site newly acquired by London Newcastle - going to be developped (just started) but still used as car park for now - site visit 19.07.2007
2007,584000204,,4P,532750,180250,,LONDON BRIDGE STATION,STAINER STREET,,LONDON,,Southwark,G. London,London,6.000,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Transport tracks & ways,Allocated in Local Plan,Other,No,Other,0,0,Don't know,Allocated for redevelopement of station and possible commercial uses.
2007,584000205,,5P,533250,180250,,POTTERS FIELD COACH PARK,POTTERS FIELD,LONDON BRIDGE,LONDON,,Southwark,G. London,London,0.880,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Car parks,Allocated in Local Plan,Mixed with Housing,No,Other,386,439,Don't know,Allocfor art or cultural use. Planning brief adopted March '04. Spring '04 large inquiry on appl for large mixed use (Berkeley home).plan perm granted for cluster of cylindrical towers Feb 2006. only part of the site close to the river developed
2007,584000206,,,533250,180250,,LAMBETH COLLEGE,POTTERS FIELD,LONDON BRIDGE,LONDON,,Southwark,G. London,London,0.530,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Education,With Draft Allocation,Other,No,Other,0,0,Don't know,Allocated for educational use. Planning brief adopted March 2004. - Works started on one site close to the College - but seems to have stopped - another site closer to the river where no works
2007,584000207,,10P,532358,179330,,21,HARPER ROAD,ELEPHANT AND CASTLE,LONDON,,Southwark,G. London,London,0.300,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Dwellings,Community Services,Allocated in Local Plan,Housing,Yes,Housing,60,200,Don't know,Currently used for National Probation Service for England and Wales - available for C3  uses - incl 60 residential units phasing development between 2006 and 2010 (part of total for 39 P - cf: elephant and castle core area)
2007,584000210,,21P,533750,179250,,89,SPA ROAD,BERMONDSEY,LONDON,,Southwark,G. London,London,0.500,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Storage,Transport terminal & interchanges,Allocated in Local Plan,Housing,Yes,Housing,192,384,Don't know,C3 use class or D1 (community facility) and A1 use class on ground floor 192 residential units - Temporarily in use as transport depot. Mixed use app w/d 6/03.
2007,584000211,,16 P,533750,179250,,LAND BOUNDED BY,ABBEY STREET OLD JAMAICA ROAD ROUEL STREET FREAN STREET SPA ROAD THURLAND ROAD DOCKLEY ROAD ENID STR,BERMONDSEY,LONDON,,Southwark,G. London,London,3.900,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Storage,Allocated in Local Plan,Employment,No,Employment,0,0,Don't know,B1 or B8 use class c3 use only on sites not in existing B use. Any other use allowed. Part of Bermondsey spa redevelopement area - various planning apps. In the pipeline.
2007,584000212,,14P,534223,179425,,ST JAMES SCHOOL,JAMAICA ROAD,BERMONDSEY,LONDON,,Southwark,G. London,London,0.580,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Education,Allocated in Local Plan,Other,No,Other,0,0,Don't know,Allocated for education D1 use also C3 use as part of a mixed use development with D use classes occupying te majority of the ground floor. Other acceptable uses only if this site is not identified in the Schools organisation plan to meet school provision
2007,584000218,,7P,535750,179250,,DOWNTOWN SITE,CANADA WATER,,LONDON,,Southwark,G. London,London,3.080,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Community Services,Outline Planning Permission,Other,Yes,Mixed,251,81,Don't know, appproved planning permission in appeal. Allocated for community buildings which includes community and health centre and for 'd' class use.
2007,584000219,,35P,535750,179250,,SITE F,CANADA WATER,,LONDON,,Southwark,G. London,London,0.500,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Car parks,Allocated in Local Plan,Employment,Don't know,Mixed,0,0,Don't know,12240 m2 of B1 office space
2007,584000221,,29P,535750,179250,,SITE C,CANADA WATER,,LONDON,,Southwark,G. London,London,1.900,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Dwellings,Allocated in Local Plan,Housing,Yes,Mixed,580,305,Don't know,
2007,584000222,,31P,535750,179250,,SITE E,CANADA WATER,,LONDON,,Southwark,G. London,London,0.800,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Shops,Allocated in Local Plan,Employment,Yes,Employment,200,250,Don't know,Various apps. For high density resid use or offices.
2007,584000223,,32P,535750,179250,,MULBERRY BUSINESS PARK,CANADA WATER,,LONDON,,Southwark,G. London,London,1.250,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Offices,Allocated in Local Plan,Employment,Yes,Employment,300,240,Don't know,Current appn for mixed use inc. 260  residential units and 6256 m2 of B1 use
2007,584000224,,36P,535750,179250,,SITE G,CANADA WATER,,LONDON,,Southwark,G. London,London,8.100,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Shops,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,1028,127,Don't know, 800 to 1860 res units 5950m2 space fpr fitness centre and 39480m2 for retail use including 7030m2 to be retained for retail use.
2007,584000225,,33P,535750,179250,,HARMSWORTH QUAYS,CANADA WATER,,LONDON,,Southwark,G. London,London,18.000,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Manufacturing,Allocated in Local Plan,Employment,No,Employment,0,0,Don't know,Printworks (Daily Mail etc.). Class b uses required
2007,584000226,,37P,535750,179250,,LAND BOUNDED BY,REDRIFF ROAD QUEBEC WAY SURREY QUAYS ROAD AND HARMSWORTH QUAYS,CANADA WATER,LONDON,,Southwark,G. London,London,3.900,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Shops,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,428,110,Don't know,class d2 a3 uses required  - 428 to 998 res units
2007,584000227,,34P,536250,179250,,LAND BOUNDED BY,REDRIFF ROAD QUEBEC WAY ST ELMOS ROAD AND RUSSIA DOCK WOODLANDS,CANADA WATER,LONDON,,Southwark,G. London,London,2.100,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Manufacturing,Allocated in Local Plan,Other,No,Other,0,0,Don't know,Allocated for education use.D1 use - need exemplary design
2007,584000228,,47P,536250,179250,,SURREY DOCKS WATER SPORTS CENTRE,ROPE STEET,CANADA WATER,LONDON,,Southwark,G. London,London,0.450,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,RECREATION & LEISRE,Allocated in Local Plan,Other,No,Other,0,0,Don't know,Allocated for a leisure centre. Already used for paid boating.
2007,584000230,,40P,532167,179082,,ALBERT BARNES HOUSE,NEW KENT ROAD,ELEPHANT AND CASTLE,LONDON,,Southwark,G. London,London,0.500,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Dwellings,Allocated in Local Plan,Housing,Yes,Housing,42,84,Don't know,42 res units - phasing for development between 2006 and 2010 part of elephant and castle core area  . about 76 flats built at Albert Barnes House already
2007,584000231,,41P,531750,178750,,ELEPHANT AND CASTLE LEISURE CENTRE,ELEPHANT AND CASTLE,ELEPHANT AND CASTLE,LONDON,,Southwark,G. London,London,0.700,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,RECREATION & LEISRE,Allocated in Local Plan,Other,Don't know,Other,0,0,Don't know,Allocated for education. Residential part of total for 39P elephant and castle core area
2007,584000232,,51 P,532750,178750,,NURSERY ROW PARK CAR PARKS,WADDING AND BRANDON STREET,ELEPHANT AND CASTLE,,,Southwark,G. London,London,1.150,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Car parks,Allocated in Local Plan,Housing,Yes,Housing,253,220,Don't know,C3 class  or A1 use class 253 res units as part of 39P elephant and castle core area- phasing for development between 2006 and 2010- Car Park with Adjacent small park on south of parking
2007,584000233,,49P,532250,178250,,MANOR PLACE DEPOT,MANOR PLACE,WALWORTH,LONDON,,Southwark,G. London,London,1.600,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Community Services,Allocated in Local Plan,Housing,Yes,Housing,212,132,Don't know,212 to 493 res units - C3 class use and alos acceptable A/B/D use class within railway arches - currently a Waste recycling centre and reuse for household waste only
2007,584000234,,06-AP-1215,534960,178082,,VARCOE ROAD 4 TO 28,VARCOE ROAD,,LONDON,,Southwark,G. London,London,1.900,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Storage,With Draft Allocation,Other,No,Other,0,0,Don't know,ONLY one brownfield site in Varcoe Road close to industries but adjacent to a recent residential development. STILL VACANT- 4-28 VARCOE ROAD - 06-AP-1215 - Refusal of Planning Permission Appeal - Decision Date: 30/04/2007
2007,584000236,,66P,532300,176811,,CAMBERWELL STATION ROAD,CAMBERWELL STATION ROAD,CAMBERWELL,LONDON,,Southwark,G. London,London,1.700,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Transport tracks and ways,Transport tracks & ways,Allocated in Local Plan,Other,No,Other,0,0,Don't know,Potential site for redevelopment of Camberwell station A/B/D use classes within railway arches . Camberwell Bus Garage at end with buses parks houses on left.
2007,584000237,,60P,533409,177178,,UNITS 1 TO 13,SAMUEL JONES INDUSTRIAL ESTATE,CAMBERWELL,LONDON,,Southwark,G. London,London,1.000,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Manufacturing,Allocated in Local Plan,Housing,Yes,Housing,10,10,Don't know,in 1-31 - 151 to 353 residential units
2007,584000239,,63P,533750,177250,,SUMNER HOUSE,SUMNER ROAD,PECKHAM,LONDON,,Southwark,G. London,London,0.250,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Dwellings,Allocated in Local Plan,Mixed with Housing,Yes,Housing,37,148,Don't know,C1 and D1 class - prioritty for community use class- 37 to 87 res units - 1996 app for offices (LBS).
2007,584000240,,64P,534257,176765,FLAXYARDS SITE,1 TO 51,PECKHAM HIGH STREET,PECKHAM,LONDON,,Southwark,G. London,London,0.250,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Manufacturing,Shops,Allocated in Local Plan,Mixed with Housing,No,Retail,142,568,Don't know,142-330 residential units - 1-51 res units - A use small business units - Allocated for small retail units. Retail on ground floor and 1st and 2nd floors are for office and residence. Tram route projection along frontage
2007,584000241,,65 P,534119,177142,EAGLE WHARF AND BUILDERS YARD,PECKHAM WHARF,PECKHAM HILL STREET,PECKHAM,LONDON,,Southwark,G. London,London,0.450,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Manufacturing,Allocated in Local Plan,Mixed with Housing,Yes,Other,39,87,Don't know,d1 and D2 use 39 to 91 res units - Allocated for leisure use. Currently occupied by Whitten Timber.
2007,584000242,,70P,534633,176729,,TUKE SCHOOL AND NUMBER 2,WOODS ROAD,PECKHAM,LONDON,,Southwark,G. London,London,0.650,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Education,With Draft Allocation,Housing,Yes,Housing,95,146,Don't know,C3 - 95 to 222 res units
2007,584000243,,,534250,176250,,CHOUMERT GROVE CAR PARK,CHOUMERT GROVE,PECKHAM,LONDON,,Southwark,G. London,London,0.330,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Car parks,Allocated in Local Plan,Housing,Yes,Housing,7,20,Don't know,1992 PP for car park. Also recycling centre for paper glass and cans.STILL USED AS A CAR PARK OCT 2007
2007,584000244,,72P,534250,176250,,COPELAND ROAD CAR PARK AND SITE AT,CORNER OF RYE LANE AND COPELAND ROAD,PECKHAM,LONDON,,Southwark,G. London,London,0.330,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,"Hotels, boarding and guest houses",Car parks,Allocated in Local Plan,Housing,Yes,Housing,51,155,Don't know,includes site on corner of copeland road ans rye lane - c3 use las- 51 to 119 residential units
2007,584000268,,9P,531738,179517,,SOUTHBANK UNIVERSITY LIBRARY,MILCOTE STREET,,,,Southwark,G. London,London,0.275,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,COMMUNITY SERVICES,Community Services,Allocated in Local Plan,Housing,Yes,Dont't know,14,50,Local Authority,SITE IS CURRENTLY IN USE AS THE BOROUGH AND BANKSIDE AREA HOUSING OFFICE AND A COMMUNITY GARDEN.  LIBRARY IS ADJ.46 residential units -Phasing for development between 2006-2010 - part of total for Elephant and Castle core area - Local Plan C3 Use Class
2007,584000284,,73P,533500,174800,,EAST DULWICH HOSPITAL,EAST DULWICH ROAD,DULWICH,DULWICH,SE22 8XX,Southwark,G. London,London,2.830,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Medical and health care services,Medical & health care services ,Outline Planning Permission,Other,No,Other,0,0,Local Authority,allocated in local plan - uses community hospital and ancillary D and B1 use class. C3 use class
2007,584000286,,71P,532400,178000,,272 TO 304,CAMBERWELL ROAD,MEDLAR STREET,SOUTHWARK,,Southwark,G. London,London,0.500,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,RETAIL,RETAIL,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,70,140,Private,Size estimated from plan in development brief.  Adjacent to Walworth Bus Garage (record 245) which has now been refurbished and leased to a bus operator. LP appendix 3 - all uses - preferred C3 use or B1 further guidance in 272-304 camb rd planning brief
2007,587000001,,,524520,165924,KIMPTON ROAD INDUSTRIAL ESTATE,COUNCIL DEPOT,MINDEN ROAD,,SUTTON,SM3 9PF,Sutton,G. London,London,0.500,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Storage,Allocated in Local Plan,Employment,No,Dont't know,0,0,Local Authority,
2007,587000003,,,530374,165334,BEDDINGTON LANE INDUSTRIAL AREA,ANCHOR BUSINESS PARK,BEDDINGTON LANE,BEDDINGTON,CROYDON,CR0 4TC,Sutton,G. London,London,1.200,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Storage,Allocated in Local Plan,Employment,No,Dont't know,0,0,Private,Currently seems to be used to park cars.
2007,587000025,,50243,523566,165191,,RUXLEY HOUSE 550B,LONDON ROAD,,NORTH CHEAM,SM3 9AA,Sutton,G. London,London,1.140,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Shops,Detailed Planning Permission,Housing,Yes,Housing,18,16,Don't know,Fast Planning ref C2003/50243 PERMISSION FOR RESIDENTIAL USE. THIS LAND IS CURRNETLY OCCUPIED BY HOUSES AND MAINLY RETAIL
2007,587000028,,51256,528370,165716,,KINGFISHER HOUSE,RESTMOR WAY,,HACKBRIDGE,SM6 7AH,Sutton,G. London,London,0.280,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Storage,Detailed Planning Permission,Employment,No,Employment,0,0,Don't know,Fast Planning ref 200351256. CURRENTLY IN USE AS WAREHOUSE AND OFFICES
2007,587000032,,C2002/49701,528573,166084,,CARD CITY HOUSE,LONDON ROAD,,HACKBRIDGE,SM6,Sutton,G. London,London,0.630,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Vacant buildings,Manufacturing,Allocated in Local Plan,Employment,No,Employment,0,0,Don't know,c2002/49701 this application was for maintenance/ sale and repair of motor vehicles which has been implemented
2007,587000035,,,529522,166731,,97 TO 99,BEDDINGTON LANE,,BEDDINGTON,CR0 4TD,Sutton,G. London,London,0.580,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Vacant buildings,Offices,Allocated in Local Plan,Employment,No,Employment,0,0,Don't know,BUILDING NOW HAS OCCUPANTS.
2007,587000040,,,526043,163822,,SUTTON STATION AND ADJACENT LAND,BRIGHTON ROAD,,SUTTON,SM1 1JA,Sutton,G. London,London,3.100,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,TRANSPORT,Transport terminal & interchanges,Allocated in Local Plan,Other,Don't know,Dont't know,0,0,Don't know,Site identified in UDP so start date put as date of issue of UDP. Put both Current and previous use as transport as not sure what site was used for prior to station.
2007,587000041,,,525597,164806,,FORMER GAS WORKS SITE,CROWN ROAD,,SUTTON,SM1 1RS,Sutton,G. London,London,1.050,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Energy production and distribution,Energy production & distribution,Allocated in Local Plan,Other,Don't know,Dont't know,0,0,Don't know,Start date put as date of issue of UDP as site allocated in UDP. Not mentioned potential housing component so can submit site. Put same current and previous land use as previous not known.
2007,587000042,,,525378,164216,,ROBIN HOOD SCHOOL SITE,ROBIN HOOD LANE,,SUTTON,,Sutton,G. London,London,0.670,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Education,Education,Allocated in Local Plan,Other,Don't know,Dont't know,0,0,Don't know,Currently a school but allocated in local plan as Sutton town centre opportunity site. In UDP so used published date as start date. Easting and Northing taken from Cartology.
2007,587000043,,,525770,164664,,MARKET SITE,ST NICHOLAS WAY,,SUTTON,,Sutton,G. London,London,0.300,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,RETAIL,RETAIL,Allocated in Local Plan,Other,No,Dont't know,0,0,Don't know,Currently used as a market.
2007,587000044,,,526000,164362,,TIMES SQUARE SHOPPERS CAR PARK,THROWLEY WAY,,SUTTON,,Sutton,G. London,London,0.450,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Car parks,Car parks,Allocated in Local Plan,Retail,No,Retail,0,0,Don't know,not sure what this site was used for previously
2007,587000047,,,529005,163790,,WALLINGTON SQUARE,WOODCOTE ROAD,,WALLINGTON,SM6 8RG,Sutton,G. London,London,0.500,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Shops,Shops,Allocated in Local Plan,Mixed without Housing,No,Mixed,0,0,Don't know,Any proposed use would be for retail units on this site most shops are occupied
2007,587000048,,,529750,166475,,PART OF BEDDINGTON FARMLANDS 79 TO 85,BEDDINGTON LANE,,BEDDINGTON,,Sutton,G. London,London,3.620,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,UTILITIES AND INFRASTRUCTURE,INDUSTRY & BUSINESS,Allocated in Local Plan,Employment,No,Employment,0,0,Don't know,this site is being used for recycling and tipping. it is available for redevelopment
2007,590000105,000006150018,PA/03/00379 - PA/02/00261,537605,180533,ID1,SHED 35 WEST INDIA QUAY,WEST INDIA DOCK ROAD,ISLE OF DOGS,TOWER HAMLETS,E14,Tower Hamlets,G. London,London,2.640,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Car parks,Car parks,Detailed Planning Permission,Employment,No,Employment,0,0,Private,Erection of  B1 office buildings comprising two towers of 43 and 37 storeys.
2007,590000109,000006150019,PA/02/01555,534276,180626,,NEWS INTERNATIONAL CAR PARK SITE,VAUGHAN WAY,WAPPING,TOWER HAMLETS,E1,Tower Hamlets,G. London,London,0.920,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Car parks,Car parks,PP subject to further legal agreement ,Mixed with Housing,Yes,Mixed,69,75,Local Authority,Erection of two buildings up to 13 and 27 storeys. Requires development brief to be prepared to develop site coherently. Residential uses are suitable at eastern end of the site with mixed residential and commercial uses. PA pending decison.
2007,590000218,000006150037,PA/01/01796,537099,182063,C29,BOW COMMON GAS WORKS AND ADJOINING ARCHES,BOW COMMON LANE,TOWER HAMLETS,LONDON,E3,Tower Hamlets,G. London,London,3.970,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Manufacturing,Manufacturing,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,299,75,Other Public,The planning applications on the area are for erection of temporal telecommunication mast.
